"cst","csts","des","al","kt","nik"
"01A04 ",Z0104 ,HAJI ADAM                     ,                                                            ,MANUKWARI      ,""
"01A04 ",T0124 ,HAJI KOHAR                    ,                                                            ,BAU-BAU        ,""
"01A04 ",R0234 ,HAMKA                         ,                                                            ,GORONTALO      ,""
"01A04 ",M1051 ,HANDOKO                       ,JL. PLOSO TIMUR 8/21                                        ,SURABAYA       ,""
"01A04 ",M1581 ,HAR                           ,                                                            ,SURABAYA       ,""
"01A04 ",M0130 ,HARAPAN                       ,                                                            ,SUMENEP        ,""
"01A04 ",M0910 ,HARAPAN BARU                  ,PASAR BABAAN Lt.I STAND B-23                                ,PASAR BABAAN   ,""
"01A04 ",V0016 ,HARAPAN INDAH                 ,                                                            ,NEGARA         ,""
"01A04 ",M1271 ,HARAPAN JAYA                  ,ITC GROUND FLOOR BLOK G6.3-3A                               ,SURABAYA       ,""
"01A04 ",W0050 ,HARAPAN JAYA                  ,                                                            ,CAKRA          ,""
"01A04 ",Z0103 ,HARAPAN JAYA                  ,                                                            ,JAYAPURA       ,""
"01A04 ",Q0207 ,HARI                          ,                                                            ,BALIKPAPAN     ,""
"01A04 ",Q0277 ,HARI JAYA PLASTIK             ,                                                            ,BALIKPAPAN     ,""
"01A04 ",M1855 ,HARKA MART                    ,JL. KALIBUTUH 121                                           ,SURABAYA       ,""
"01A04 ",S0145 ,HARMONIS                      ,                                                            ,TOLI-TOLI      ,""
"01A04 ",M0813 ,HARTONO                       ,SIMPANG DARMO PERMAI UT II/666                              ,SURABAYA       ,""
"01A04 ",M0052 ,HASRAT MULIA                  ,                                                            ,PROBOLINGGO    ,""
"01A04 ",Z0139 ,HB                            ,                                                            ,MERAUKE        ,""
"01A04 ",S0042 ,HDP                           ,                                                            ,POSO           ,""
"01A04 ",R0075 ,HENGKY                        ,                                                            ,BITUNG         ,""
"01A04 ",M0450 ,HENGKY (BITUNG)               ,d/a.JL. MARGOMULYO PERMAI C-10                              ,SURABAYA       ,""
"01A04 ",Q0270 ,HFR                           ,                                                            ,SAMARINDA      ,""
"01A04 ",P0074 ,HGBG                          ,                                                            ,BANJARMASIN    ,""
"01A04 ",Z0109 ,HGN                           ,                                                            ,MANUKWARI      ,""
"01A04 ",M0040 ,HGT                           ,JL. PREJENGAN II/30                                         ,ROGOJAMPI      ,""
"01A04 ",U0137 ,HI                            ,                                                            ,MAKASSAR       ,""
"01A04 ",M0388 ,HIDAYAH                       ,Lt.I BLOK C/44                                              ,PASAR TURI     ,""
"01A04 ",M0644 ,HIDAYAH                       ,                                                            ,SUMENEP        ,""
"01A04 ",M1540 ,HIDAYAT                       ,                                                            ,SAMPANG        ,""
"01A04 ",M0075 ,HIDUP BARU                    ,JL. PASAR BESAR 118                                         ,MALANG         ,""
"01A04 ",M1841 ,HIKMAH                        ,PINTU GERBANG DEPAN POM BENSIN                              ,BUGI-PAMEKASAN ,""
"01A04 ",U0145 ,HIMALAYA                      ,JL. KARAING BURANE NO. 8 A                                  ,PARE-PARE      ,""
"01A04 ",O0043 ,HJ. HASANAH                   ,                                                            ,SAMPIT         ,""
"01A04 ",Q0268 ,HJ. ROSMIANAH                 ,                                                            ,TARAKAN        ,""
"01A04 ",Q0091 ,HLHB                          ,                                                            ,TARAKAN        ,""
"01A04 ",Z0090 ,HML                           ,                                                            ,SORONG         ,""
"01A04 ",M1834 ,HOK/TEKAD JAYA                ,JL. GRANTING III/1A                                         ,SURABAYA       ,""
"01A04 ",M1312 ,HOME MART                     ,JL. GAJAH MADA NO. 149-155                                  ,SIDOARJO       ,""
"01A04 ",S0157 ,HONG                          ,                                                            ,PALU           ,""
"01A04 ",M0020 ,HORIZON                       ,                                                            ,PASURUAN       ,""
"01A04 ",V0076 ,HUI                           ,                                                            ,DENPASAR       ,""
"01A04 ",V0122 ,HUI                           ,                                                            ,DENPASAR       ,""
"01A04 ",M0499 ,HUSIN                         ,                                                            ,TULUNGAGUNG    ,""
"01A04 ",U0027 ,HW                            ,                                                            ,UJUNG PANDANG  ,""
"01A04 ",X0237 ,HY                            ,JL. RAYA CENTIS 8                                           ,MAUMERE        ,""
"01A04 ",T0088 ,Hj. SITI HASNA                ,                                                            ,KENDARI        ,""
"01A04 ",M1530 ,IBU ANIK                      ,JL. DUPAK BANGUN SARI 4/19                                  ,SURABAYA       ,""
"01A04 ",M1280 ,IBU DEWI                      ,JL.WONOSARI LOR BARU XII NO.19                              ,SURABAYA       ,""
"01A04 ",M1236 ,IBU H. SOLEH                  ,SEMEMI JAYA Gg. 5A NO. 22                                   ,SURABAYA       ,""
"01A04 ",M1151 ,IBU HAJAH MARSALE             ,d/a                                                         ,TUBAN          ,""
"01A04 ",Y0121 ,IBU ITA MALIS                 ,JL. POROS                                                   ,SAUMLAKI       ,""
"01A04 ",M1235 ,IBU LINDA                     ,JL. LEBAK REJO Gg. 4A NO. 15                                ,SURABAYA       ,""
"01A04 ",M0860 ,IBU MALIKAH                   ,PARAS                                                       ,BAMBE          ,""
"01A04 ",M1748 ,IBU MASKUR                    ,                                                            ,SURABAYA       ,""
"01A04 ",K0091 ,IBU SAKUR                     ,                                                            ,CEPU           ,""
"01A04 ",K0092 ,IBU SIH                       ,                                                            ,CEPU           ,""
"01A04 ",M1311 ,IBU SRI (TOKO MULYA JAYA)     ,JL. RAYA 21 JEMBATAN BLEGA                                  ,MADURA         ,""
"01A04 ",K0098 ,IBU SUTOMO                    ,                                                            ,CEPU           ,""
"01A04 ",K0097 ,IBU TUTIK                     ,                                                            ,BLORA          ,""
"01A04 ",M0958 ,IBU TUTIK                     ,JL. TANAH MERAH SAYUR 5 NO.10                               ,SURABAYA       ,""
"01A04 ",M1350 ,IBU VINA                      ,JL. PUTRA AGUNG Gg. II NO. 14                               ,SURABAYA       ,""
"01A04 ",Q0174 ,ICA                           ,                                                            ,TARAKAN        ,""
